subset,id_str,object_id,tile_index,RA,DEC,segmentation_area,flux_vis_1fwhm_aper,expert_score,grade,expert_total_votes
discovery_engine,102159487_2708761980663328902,2708761980663328902,102159487,270.8761980829123,66.33289029634406,864.0,2.9121737480163574,0.9947359942212416,C,10
discovery_engine,102158889_2677624236654538082,2677624236654538082,102158889,267.762423658248,65.45380829154423,2443.0,4.006954193115234,2.988088000559918,A,17
discovery_engine,102158891_2695572104652837533,2695572104652837533,102158891,269.5572104418369,65.28375335366,734.0,2.2408039569854736,1.096283065648314,C,9
discovery_engine,102160340_2740784519677600444,2740784519677600444,102160340,274.0784519087246,67.76004445410977,352.0,1.115014910697937,2.2582982269494902,A,10
discovery_engine,102157632_2683349933636669483,2683349933636669483,102157632,268.3349933948802,63.66694835084925,793.0,3.3397693634033203,0.947112875092731,C,10
discovery_engine,102159490_2746570770664056377,2746570770664056377,102159490,274.657077001204,66.40563775853177,472.0,0.6797366142272949,0.913493434239486,C,10
discovery_engine,102159482_2642474434666614156,2642474434666614156,102159482,264.24744342726655,66.66141563469942,522.0,2.245236396789551,1.585299544898103,B,10
discovery_engine,102157954_2673248030639985621,2673248030639985621,102157954,267.3248030172581,63.99856216643936,561.0,1.3500889539718628,0.7947359942212417,C,10
discovery_engine,102158893_2719741658654189324,2719741658654189324,102158893,271.974165814184,65.41893248410224,4560.0,14.011418342590332,1.0952800865950416,C,9
discovery_engine,102158580_2642022214651039372,2642022214651039372,102158580,264.20222145214086,65.10393727526511,2291.0,9.05165195465088,1.2247638819081603,C,10
discovery_engine,102158892_2703681011657269406,2703681011657269406,102158892,270.368101176438,65.7269406739178,2661.0,3.743750810623169,2.398742785018603,A,10
discovery_engine,102159193_2707691350660866121,2707691350660866121,102159193,270.76913503153025,66.0866121305588,3028.0,6.8643317222595215,0.7930095203737045,C,10
discovery_engine,102157301_2668702354632299323,2668702354632299323,102157301,266.8702354064009,63.229932363898726,522.0,1.7529162168502808,1.203929754003874,C,10
discovery_engine,102157955_2684504642637873785,2684504642637873785,102157955,268.45046421374985,63.787378577395295,7440.0,16.430011749267578,0.6776211664556459,C,15
discovery_engine,102159488_2721660958665742075,2721660958665742075,102159488,272.16609586106864,66.57420752437041,1788.0,3.951105356216431,0.6596584815975491,C,10
discovery_engine,102158589_2736070744647816848,2736070744647816848,102158589,273.60707444033466,64.78168480290192,595.0,0.9820826053619384,1.0012882135190062,C,10
